longitude,latitude,adcode,province,district,address
82.36767,37.9435,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县达里雅布依乡
82.26883000000001,37.152499999999996,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县奥依托格拉克乡
81.50167,36.564170000000004,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县兰干乡夏勒买里
81.68100000000001,37.669169999999994,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县英巴格乡
81.70217000000001,37.193,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县英巴格乡
81.71132999999999,36.36133,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
81.81099999999999,36.3605,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡亚尕勒克
81.26383,37.31667,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县喀拉克尔乡
82.35432999999999,37.03517,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县奥依托格拉克乡
81.56083,36.763329999999996,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿日希乡
82.18417000000001,38.074670000000005,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县达里雅布依乡
82.2035,36.42333,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
81.94000000000001,36.582499999999996,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
82.23333000000001,38.855000000000004,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县达里雅布依乡
82.293,36.60267,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
81.85432999999999,37.20167,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县奥依托格拉克乡
81.816,38.543330000000005,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县达里雅布依乡
81.93417000000001,36.956830000000004,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县奥依托格拉克乡
82.61349999999999,36.6185,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
82.29083,38.1085,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县达里雅布依乡
82.41467,36.743829999999996,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县奥依托格拉克乡
81.58667,35.422169999999994,653226,新疆维吾尔自治区,于田县,新疆维吾尔自治区和田地区于田县阿羌乡
81.38799999999999,35.868,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县博斯坦乡
81.68350000000001,38.818830000000005,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.74433,39.25833,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.31667,37.9355,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
80.9505,35.77083,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县奴尔乡
81.5205,39.0675,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.16000000000001,37.63183,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.31083,37.7675,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县达玛沟乡
81.50433,35.41417,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县博斯坦乡
81.52017000000001,38.30583,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县达玛沟乡
81.22466999999999,37.9375,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
80.41499999999999,36.21,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县恰哈乡拉依喀
81.80767,38.96717,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县达玛沟乡
81.23217000000001,37.891000000000005,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.04133,36.79133,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县固拉合玛镇
80.83183,35.90417,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县奴尔乡
81.16132999999999,36.75017,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县达玛沟乡
81.01433,37.14383,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县达玛沟乡
81.52267,38.94467,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.21883,35.43833,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县博斯坦乡
80.53267,36.40667,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县恰哈乡
81.54267,38.7525,653225,新疆维吾尔自治区,策勒县,新疆维吾尔自治区和田地区策勒县策勒乡
81.20917,38.580999999999996,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
81.08517,39.0635,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县多鲁乡
81.106,39.36217,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县杭桂镇
80.52217,37.10933,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.35266999999999,37.562169999999995,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县杭桂镇
80.58767,37.43433,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.29333,37.338499999999996,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县杭桂镇
80.77550000000001,37.80717,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.53883,37.131,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.71016999999999,37.4605,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
81.12517,38.4735,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.03933,37.35017,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县杭桂镇
80.41717,37.225500000000004,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县多鲁乡
81.03583,38.591,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
80.7625,37.809999999999995,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
81.43767000000001,39.19417,653224,新疆维吾尔自治区,洛浦县,新疆维吾尔自治区和田地区洛浦县拜什托格拉克乡
78.23267,37.09183,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
78.25417,37.5705,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县固玛镇托格拉艾日克村
78.47349999999999,38.165,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县科克铁热克乡
78.26217000000001,37.23383,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县桑株镇
77.726,37.06767,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县垴阿巴提塔吉克民族乡吐孜艾格勒
77.69000000000001,36.81333,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县垴阿巴提塔吉克民族乡
78.908,37.04433,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县杜瓦镇Z721
78.13749999999999,35.67267,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县赛图拉镇
78.69267,38.400999999999996,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县木奎拉乡
77.53417,36.86433,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县垴阿巴提塔吉克民族乡许特勒
77.86017,36.305,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县垴阿巴提塔吉克民族乡
78.35432999999999,36.25767,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县赛图拉镇
77.96132999999999,37.2635,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县克里阳乡
78.25133,37.826,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县科克铁热克乡
78.46266999999999,36.452670000000005,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县赛图拉镇
78.31267,37.825,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县科克铁热克乡
78.518,37.965,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县木奎拉乡
78.60333,36.21517,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
79.29417,37.83217,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县皮亚勒玛乡
78.65467000000001,36.8635,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
78.5805,38.3455,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县科克铁热克乡
78.66382999999999,36.034330000000004,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
78.78633,36.6935,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县杜瓦镇
79.31333000000001,38.61383,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县木吉镇
78.58717,37.93267,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县木奎拉乡
78.32583,37.90933,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县科克铁热克乡
78.71000000000001,36.66883,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
78.59017,36.704170000000005,653223,新疆维吾尔自治区,皮山县,新疆维吾尔自治区和田地区皮山县康克尔柯尔克孜民族乡
79.85132999999999,37.5705,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县英也尔乡
80.61417,38.51183,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
79.70417,38.90633,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
79.43433,37.266,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县乌尔其乡
79.61466999999999,37.2175,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县扎瓦镇麻扎阿依拉买里
79.91417,38.056,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
79.86917,38.891830000000006,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.46333,38.1225,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.76217000000001,38.62,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.26017,37.88383,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.521,38.462500000000006,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.2625,37.951330000000006,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.46682999999999,38.965,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.12133,38.82517,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.81833,39.175169999999994,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
79.68083,37.41417,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县普恰克其乡阿亚格前墩村
79.67332999999999,38.743829999999996,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
80.31183,39.12183,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
79.8655,39.10933,653222,新疆维吾尔自治区,墨玉县,新疆维吾尔自治区和田地区墨玉县喀瓦克乡
78.351,34.86833,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
78.081,35.266,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
78.60583,35.760999999999996,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.14,36.35417,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.296,35.77333,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
80.14099999999999,35.666329999999995,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
78.68933000000001,35.016329999999996,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
78.35682999999999,35.163,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.72516999999999,36.13517,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
79.57267,34.916,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
78.46333,34.965830000000004,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.81083,36.211,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
79.93633000000001,36.7525,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡216省道
79.62433,34.8375,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
78.9725,34.78333,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡路边山
79.35833,34.92417,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.23083,35.75017,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.73433,34.8555,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
79.91517,37.36683,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县英艾日克乡
79.525,34.830999999999996,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
80.35749999999999,37.88383,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县伊斯拉木阿瓦提乡
79.61183,35.56167,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
80.31333000000001,35.41417,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
79.96767,35.733,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县喀什塔什乡
78.825,35.91267,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
78.9105,35.615500000000004,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
79.6125,36.36133,653221,新疆维吾尔自治区,和田县,新疆维吾尔自治区和田地区和田县朗如乡
76.30917,36.214330000000004,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
76.15517000000001,36.207170000000005,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
76.04467,37.41433,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县大同乡
74.94250000000001,37.65383,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县塔什库尔干乡
75.02333,37.809329999999996,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县提孜那甫乡
74.80633,37.215830000000004,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
76.586,36.331669999999995,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
75.941,36.614670000000004,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
76.05717,36.4685,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
76.803,36.1805,653131,新疆维吾尔自治区,塔什库尔干塔吉克自治县,新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县达布达尔乡
78.51083,39.345169999999996,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县恰尔巴格乡
77.94600000000001,39.39083,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县阿克萨克玛热勒乡484乡道
78.16917,39.433,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县兵团四十八团
79.261,39.30717,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县恰尔巴格乡
78.58833,39.3425,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县恰尔巴格乡
77.93167000000001,39.29583,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县阿拉根乡
79.546,39.68383,653130,新疆维吾尔自治区,巴楚县,新疆维吾尔自治区喀什地区巴楚县恰尔巴格乡
77.37167,39.35667,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县卧里托格拉克乡
76.72017,39.318830000000005,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县克孜勒博依镇曲勒库勒村
77.06167,39.711830000000006,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县古勒鲁克乡
77.08183,39.51217,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县英买里乡
77.4625,39.713,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县兵团伽师总场579县道
77.41167,39.36583,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县卧里托格拉克乡
77.60933,39.603,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县兵团伽师总场
76.7935,39.471000000000004,653129,新疆维吾尔自治区,伽师县,新疆维吾尔自治区喀什地区伽师县英买里乡422乡道
77.90883000000001,39.01717,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
78.155,38.393,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
77.71883,38.8375,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团382乡道
78.66883,38.78183,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
78.2705,39.135830000000006,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
78.5675,38.82083,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
77.595,38.67583,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县克孜勒阿瓦提乡378乡道
77.87583,38.48583,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
77.91467,39.015499999999996,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
78.85132999999999,38.916329999999995,653127,新疆维吾尔自治区,麦盖提县,新疆维吾尔自治区喀什地区麦盖提县兵团四十五团
77.45017,36.912499999999994,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县乌夏巴什镇
77.65083,36.10833,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县西合休乡
77.46183,37.912169999999996,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县吐古其乡536县道
77.19517,36.19383,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县西合休乡
77.275,36.1825,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县西合休乡
77.48767000000001,37.13767,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县乌夏巴什镇
77.88933,38.025169999999996,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县恰其库木管理区
77.0405,37.5835,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县柯克亚乡
76.97099999999999,37.062999999999995,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县柯克亚乡
76.75467,36.771,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县西合休乡
77.213,35.875,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县西合休乡
77.49267,36.41267,653126,新疆维吾尔自治区,叶城县,新疆维吾尔自治区喀什地区叶城县乌夏巴什镇柯尔克孜江尕勒道班
