product_id,product_title,product_level,product_type,travel_day,product_price,departure_code,des_city_code,toursim_tickets_type,shop_id
210760415,<陕西西安+兵马俑+华清池+兵谏亭+华山2日游>全程不换车导 夜宿华山下经济型酒店  保障游玩时间  含临潼博物馆1早2正餐  景区双耳麦,4,Y002,2天1晚,676.0,610100,610100,03001,d6f6ac27a76b6e5a5f5d15823026b827
210829776,<黄山-宏村-香溪河皮筏漂流3日游>毕业漂流记 纯玩无自理景点 保证充份的山上游览时间  一晚宿黄山温泉酒店含温泉 逛屯溪老街,4,Y002,3天2晚,738.0,310000,341000,03001,27bd6dd788a4a1a0d6c7012c9d281ddd
210502947,<大连老虎滩-金石滩2日游>20人精品团，商圈酒店，60元/人海鲜大咖，老虎滩5馆套票，心悦岛赶海，渔船出海喂海鸥，钓鱼，棒棰岛，璀璨夜景,5,Y002,2天1晚,750.0,210200,210200,03001,eacf8869873ba9964552298d543e5a5f
210618470,<黄山-宏村-千岛湖-屯溪老街4日游>入住市区商务酒店含早 船游千岛湖中心湖区,4,Y002,4天3晚,1099.0,341000,341000,03001,eedc3144b514b80ada8bcaf3ea5bfd9d
210541794,<云南-昆明-丽江-大理-5日游>纯玩 夜游古城 洱海游船 名献古邦 一晚别墅 大理海景 丽江一天DIY 蜜月家庭 避暑严选  双人起订,4,Y002,5天4晚,1306.0,530100,530700,03001,5bfccbff933f061b3d1c6b8979bd6afe
210789154,<清远2日游>浪尖上的过山车古龙峡全程漂  丛林水晶弹CS  赏活力向阳花  体验飞驰花海版全地形越野车  享泡景泉温泉,5,Y002,2天1晚,400.0,440300,441800,03001,88eaf8819c2379a4ad0140c21ff48216
210016341,<五台山2日游>佛系之旅览八大寺庙，求文殊增智慧、拜五爷许心愿，品佛国素斋，含六道木车挂一串及护身卡一张,4,Y002,2天1晚,202.0,110000,140900,03001,df1f09b86219193f5c4380cfc65ea9d9
210616923,<河南-郭亮-云台山-龙门石窟-少林寺-开封双高6日游>爸妈游，纯玩0购物，升级1晚五星，管家式导游，河南小全景，南京往返,4,Y002,6天5晚,2549.0,320100,410700,03001,6924c77a4ed2e475484049949cc3b871
210670209,<威海+烟台双飞4日自由行>威海进，烟台出，宿2晚威海+1晚烟台，两地连游，赏海滨美景，尝肥美海鲜，全方位体验北方明珠之美,5,Y006,4天2晚,1790.0,110000,371000,03001,-1
210014259,<黄山3日游>门票全含 1晚黄山山上四星标间 1晚丽朗度假村标间 含2顿自助早餐 高铁出行家庭温馨度假体验,4,Y002,3天2晚,1284.0,341000,330100,03001,27bd6dd788a4a1a0d6c7012c9d281ddd
210098153,<张家界黄龙洞-天门山-玻璃栈道汽车2日游>长沙起止 纯玩0购物  游天门仙山  天门洞 探秘地下龙宫  宿特色客栈,5,Y002,2天1晚,654.0,430100,430800,03001,97d8c21a1521362c3a6e79d4f670fbb1
210739288,<韶山-张家界-玻璃桥-天门山-玻璃栈道-凤凰4日游>升级2晚碧桂园、航空2加1宽体大巴、0自费、享娃娃鱼五大特色宴、含魅力湘西晚会,4,Y002,4天3晚,1001.0,430100,430800,03001,bdf9785fd91b3e9f570c8c0e60af61bb
210127685,<兵马俑-华清池华山2日游>二环内酒店上门接送,5,Y002,2天1晚,731.0,610100,610100,03001,7052b1ee6b48a95d14edcd224ce5ca2c
210516588,<桂林-阳朔-兴坪漓江-龙脊梯田-世外桃源-冠岩-古东瀑布-遇龙河-靖江王府汽车4日游>0自费 360度山水 20元背景  伴手礼,5,Y002,4天3晚,1109.0,450300,450300,03001,06bc2db8c1d0f1f082042ebf80171123
210798501,<普陀山2日游>宿农家民宿，含三正一早，拜南海观音，普陀舒适祈福之旅,4,Y002,2天1晚,602.0,330200,330900,03001,3933a158c3410dd0cce3c0e18ab8a1bd
210558838,<成都+重庆高铁动车6日自由行>高铁动车往返，成都3晚，重庆2晚，游天府之国，探寻巴渝文化，感受红色印记，美食休闲，热销酒店集结,5,Y006,6天3晚,1961.0,110000,510100,03001,-1
210633375,<昆明-大理-丽江双飞6日游>团队定制，一单一团，大游船畅游洱海，玉龙雪山冰川大索道，方案可调,4,Y002,6天5晚,2864.0,110000,530700,03001,4e4deb49b3223f113474ca9df1f65fdd
210805568,<上海迪士尼乐园+东方明珠半自助3日游>住林隐系列酒店，迪士尼早享卡，快通不排队，登东方明珠，CocaCola欢乐餐厅大白熊陪你一起共享自助美食,5,Y002,3天2晚,1665.0,310000,310000,03001,9ccad8ef2cac95571e925cd50ec1c33a
210023822,<扬州-镇江-南京3日游>人气景点牛首山，2晚五星酒店，其中1晚宿南京巴厘墅酒店含私家泡池，另含扬州五亭吟春用早茶,5,Y002,3天2晚,659.0,310000,321000,03001,9ccad8ef2cac95571e925cd50ec1c33a
210472470,[端午]<云南-昆明-普者黑2日游>2人起订，0购物，高铁往返，普者黑、青龙山、三生三世拍摄地、仙人洞，百里画廊，梦里水乡，24小时微管家,4,Y002,2天1晚,495.0,530100,530100,03001,39882704c7453df8a0e5862f68f29b4e
210478155,<北京双飞4日自由行>吃货优选，宿经济连锁酒店，精选美食聚集地，酒吧街,4,Y006,4天3晚,1940.0,140100,110000,03001,-1
210442277,<南京总统府-中山陵-阅江楼-夫子庙2日游>纯玩无购物，1人成团 ，品六朝遗韵，宿南京，住宿可升级,5,Y002,2天1晚,365.0,320100,320100,03001,126c03e29518df2f9cda77eda83681b7
210019201,<天目湖-南山竹海-船游山水园2日游>非周末升级住宿高端商务酒店 含270元门票 另含鱼头餐,5,Y002,2天1晚,409.0,310000,320400,03001,ce6d19c88e79931b44d0fcf9bfcabcd3
210038440,<清江画廊1日游>宜昌往返，景区直通车，畅游清江山水画廊,4,Y002,1天,147.0,420500,420500,03001,51e1f9f3dcad6cb9ad134e2d240c8bbc
210074079,<尧山大峡谷漂流-龙潭峡汽车2日游>激情漂流、伏牛水魂,4,Y002,2天1晚,300.0,410100,410400,03001,97835238c045b2d31a231931338d2f9b
210377278,<普陀山2日跟团游>宿岛上祥生大酒店（含自助早餐），往返专享陆地头等舱巴士（免费提供水和点心），舒适出行，祈福更精致,5,Y002,2天1晚,818.0,310000,330900,03001,3933a158c3410dd0cce3c0e18ab8a1bd
210688491,<丽江-香格里拉-泸沽湖4日游>探藏地秘境，普达措虎跳峡，360度环湖，走婚摩梭风情，入住湖景房，享两大宴席，含高原三宝云南,5,Y002,4天3晚,758.0,530700,530700,03001,34f7a7d04083aeeff64139c80f793af1
210496480,<宏村-黄山3日游>南京出发  纯玩无购物  宿山顶独卫可升级标间 更好的观日出点  品宏村特色徽派建筑  宿宏村内特色客栈,5,Y002,3天2晚,872.0,320100,341000,03001,d0142d520a7ea78254ea4c1e13b08108
210633573,<庐山2日游>东西线360全景 4餐全含 升三石宴 吉尼斯庐山恋1张 四星酒店1晚,4,Y002,2天1晚,936.0,360100,360400,03001,2126724306b9f5863743bfeb472b2d3b
210667288,<厦门+鼓浪屿双飞4日自由行>1晚市区+1晚鼓浪屿+1晚市区，舒适酒店/特色客栈可选，土楼/云水谣/万石植物园特色玩乐可选，行程随心订，嗨玩自由行,5,Y006,4天1晚,1205.0,110000,350200,03001,-1
210413987,<桂林-冠岩-古东森林瀑布1日游>亲近漓江水，体验攀爬瀑布的乐趣，静赏千亩三角红枫纯林，水陆空多种游玩方式赏溶洞，含冠岩电瓶车,4,Y002,1天,164.0,450300,450300,03001,f6c35cdc4348a68751747368243686f6
210026849,<嵊泗列岛3日游>2晚岛上渔家 可升级小清新民宿，告别喧嚣，面朝大海，春暖花开，离岛、微城、慢生活,5,Y002,3天2晚,608.0,320100,330900,03001,67668afa1313b5f30cfb4760ec4bf876
210249980,<泰州2天1晚 宿泰州碧桂园凤凰温泉酒店1晚>宿五星级酒店 亲子度假季 可加购泰州华侨城云海温泉/溱湖湿地公园/姜堰溱潼古镇门票,4,Y006,2天1晚,295.0,320100,321200,03001,-1
210507184,<大连森林动物园-棒棰岛-海之韵-渔人码头-滨海路-星海广场2日游>20人团，商圈酒店，60元/人特色海鲜餐，帆船出海喂海鸥，喂羊驼,5,Y002,2天1晚,450.0,210200,210200,03001,eacf8869873ba9964552298d543e5a5f
210672028,<苏州-无锡2日游>全程纯玩团、无强制消费、苏式园林拙政园、无锡影视基地三国水浒城,5,Y002,2天1晚,586.0,330100,320200,03001,07328a7155ff0e223fdc7f1ea3fba6c1
210020714,<黄山3日游>登魅力黄山、游玩激情皮筏漂流、一晚山上住宿（观日出）一晚山下、山上可升级酒店、纯玩无购物,5,Y002,3天2晚,798.0,320200,341000,03001,5cfe53fcad4dd01e6622449a8eece67d
210635446,<吉林-长白山-镜泊湖双动5日游>清凉游东北，升级一晚长白山温泉酒店，感受大美长白，幽静镜泊湖,5,Y002,5天4晚,2643.0,110000,220600,03001,329097465d3d3acf26b72b397daca0af
210751584,<江西庐山-景德镇-婺源-三清山高铁6日游>纯玩0购物，船游鄱阳湖，精选四星酒店，一晚宿庐山，大门票全含，享三石宴/徽州宴，2大免1小，赠江西特产礼包,4,Y002,6天5晚,2324.0,310000,360400,03001,31f6fe1376deb1ac9990fd83b5e2fd74
210805961,<桐庐2日游>七星雅鲁激流探险漂流+抖音同款龙鳞坝+宿五星国际贸易中心大酒店+含1顿五星自助早餐+玩五星酒店免费室外泳池新网红水坝让你玩嗨了,5,Y002,2天1晚,499.0,310000,330100,03001,9ccad8ef2cac95571e925cd50ec1c33a
210600239,<无锡拈花湾小镇自驾2日游>宿无锡拈花客栈 含双早 含双人禅食馆套餐 加订灵山大佛/鼋头渚/三国城门票,4,Y006,2天1晚,971.0,320100,320200,03001,-1
210014508,<浙西2日游>龙井峡漂流记/峡谷探险大龙湾，宿新式农家乡野之趣/含1早2正餐，可优惠体验新晋网红三渡悬崖玻璃漂,4,Y002,2天1晚,322.0,320100,330100,03001,67668afa1313b5f30cfb4760ec4bf876
210045322,<延安-黄帝陵-壶口瀑布2日游>1938街区 含住宿 接机 夜游古镇 篝火晚会 红军服体验 秧歌 壶口斗鼓 赠主席徽章,5,Y002,2天1晚,297.0,610100,610600,03001,e71494342faaae2f66be556a7e5e51e9
210463191,<浙西大明山3日游>指定班期享惊喜价 人气龙井峡漂流 网红天目大峡谷摇摆桥 探秘大龙湾 激情凉源峡漂流 开启清凉一夏 2晚连宿商务 无购物,4,Y002,3天2晚,468.0,320100,330100,03001,67668afa1313b5f30cfb4760ec4bf876
210518528,<双人报价套餐-南浔古镇悠闲自驾2日游>宿南浔巨人君澜度假酒店/比邻景区/可加订景区门票,4,Y006,2天1晚,460.0,310000,330500,03001,-1
210033872,<陕西-延安-黄帝陵-兵马俑-华山双卧7日游>纯玩爆品，西安宿五星，探秘国家宝藏，享国际五星自助餐，观壶口瀑布，24H接送机，观红色歌舞,5,Y002,7天6晚,3137.0,310000,610600,03001,9ccad8ef2cac95571e925cd50ec1c33a
210176703,<陕西西安亲子双飞4日自由行>精选钟鼓楼回民街酒店，享24H接机，秦始皇兵马俑，贵妃华清池，西北美食，一站式体验,4,Y006,4天3晚,1984.0,110000,610100,03001,-1
210216975,<珠海长隆+广州长隆双飞5日自由行>珠进广出，企鹅酒店搭配长隆酒店，净房套票自由搭配，亲子嘉年华，玩转长隆,4,Y006,5天2晚,3616.0,110000,440400,03001,-1
210481318,<阳江海陵岛十里银滩2天1晚自由行游>住趣墅海陵岛保利银滩临海别墅，嬉戏海边，享受阳光沙滩，自助厨房,4,Y006,2天1晚,793.0,440100,441700,03001,-1
210604965,<浙江杭州千岛湖秀水度假酒店自驾2-4日游>近中心湖区/森林氧吧  可加订千岛湖中心湖区/千岛湖森林氧吧/千岛秘境/九龙溪漂流/金峰峡谷漂流等景区门票,5,Y006,2天1晚,165.0,310000,330100,03001,-1
210046222,<西塘-乌镇巴士2日游>深度纯玩，省心轻松游，大门票全含，日赏西塘，东栅，夜游西栅，两天三古镇全景半自助游，专车专导,5,Y002,2天1晚,399.0,310000,330400,03001,ce7fe84f7e334acd11d8d854a15448b6
210038966,<云阳龙缸-云端廊桥-万州大瀑布双景2日游>源于纯味 归于欢喜 精选云阳精华景点 全程0购物无自费景点  可升级一早二正,5,Y002,2天1晚,198.0,500000,500000,03001,437c970f770d9b9958e34d763f5d33b5
210506614,<青岛-崂山-极地海洋世界双高4日游>自营/0购物0自费，海边皇冠假日，私家沙滩，含160元餐，栈桥/迎宾馆/奥帆/崂山，畅游海洋世界，24H接送，杭州出发,5,Y002,4天3晚,3167.0,330100,370200,03001,9ccad8ef2cac95571e925cd50ec1c33a
210606865,<常州溧阳天目湖2天1晚酒店+景点套餐>住1晚御水温泉度假酒店/南山竹海客栈/御水温泉客栈（3选1）可加订天目南山竹海/山水园/御水温泉门票 亲子度假,4,Y006,2天1晚,318.0,310000,320400,03001,-1
210510718,<拉萨-林芝-日喀则-珠峰-雅鲁藏布大峡谷-巴松措羊湖双卧15日游>华东往返/深度全景0自费，勇闯珠峰/宿帐篷观星空银河，冰川摄影代办边防证，藏式烤全羊,4,Y002,15天14晚,8399.0,310000,540100,03001,9ccad8ef2cac95571e925cd50ec1c33a
210598551,<成都泰合索菲特大饭店双飞3-8日自由行>天府广场商圈，核心位置，法式体验，川式格调，高端入住体验,4,Y006,5天4晚,2462.0,110000,510100,03001,-1
210637276,<海南三亚亚龙湾+海棠湾双飞5日自由行>2+2热门玩法，2晚亚龙湾瑞吉/美高梅等豪华酒店，2晚海棠湾艾迪逊/保利瑰丽等时尚酒店，高端度假体验，爱在双湾,5,Y006,5天2晚,2118.0,110000,460200,03001,-1
210758164,<北京-承德-坝上草原-古北水镇-司马台长城双高5日游>商务舱大巴，主题旅拍，五星住宿，畅游五城（玩马镇/穿草原/观承德/游古北/登长城）,5,Y002,5天4晚,2959.0,330100,130800,03001,aa827fb69075fb293e11668b0e2dbea4
210040404,<井冈山汽车2日游>跟着春晚游井冈，红色宝地，革命旅游山，住宿可升级,4,Y002,2天1晚,479.0,360100,360800,03001,6d8557d3dd89eff5a25c9124aedb6e9a
210672088,<西安-兵马俑-华清宫-黄帝陵-壶口瀑布双高5日游>五星酒店连宿，纯玩0购物，陕历博VIP通道，观咆哮壶口，网红美食街，24H接送，上海往返,5,Y002,5天4晚,2950.0,310000,610100,03001,6924c77a4ed2e475484049949cc3b871
210044461,<兰州-张掖丹霞-嘉峪关-敦煌莫高窟-月牙泉3日游>真纯玩/不散拼不转团/含西北美食/住宿升级/专业导游,4,Y002,3天2晚,1803.0,620100,620900,03001,a63a75ef048ea753c57ca80b1eb843a5
210696666,<团体定制 成都-都江堰-重庆-武隆双飞6日游>2人起订，一单一团，品味双城，看萌宠游名山，逛山城赏地质奇观，私享专车，舒适酒店， 含川剧变脸,5,Y002,6天5晚,4875.0,110000,510100,03001,3fa0782d4e2195e09bba225173f8204e
210732233,<桂林-阳朔-漓江高铁3日游>长沙往返/三5A齐游/20元背景/吉普车/九马画山/漓江竹筏/银子岩/遇龙河/象山/世外/王府/60标澳门酒家,4,Y002,3天2晚,919.0,430100,450300,03001,06bc2db8c1d0f1f082042ebf80171123
210596966,<广东省周边1-4天团体定制游>周边团队，尊享定制、私人组团、量身定制、省心舒适,5,Y002,2天1晚,498.0,440100,441300,03001,1f46868763ef13206c7ec56634f9eff8
210793866,<山东-泰山-曲阜-济南4日游>0购物，泰山/曲阜三孔/济南趵突泉/大明湖，0购物 含泰山往返景交/封禅大典演出、世界文化遗产皮影戏双表演,5,Y002,4天3晚,1003.0,370900,370100,03001,1a90f63a063d73f5b2269e1e79fcbe09
210117587,<南宁-德天-明仕-北海-自选涠洲岛双高6日游>销量明星纯玩线/1晚景区内明仕山庄/含明仕竹筏/特色海鲜大餐/北海精华游/1天DIY/24h接送（深圳往返）,4,Y002,6天5晚,2269.0,440300,450500,03001,9ccad8ef2cac95571e925cd50ec1c33a
210102749,<双人价格套餐-穿越宋朝-杭州宋城自驾2日游>宿杭州宋城千古情主题酒店（杭州西湖店）  游宋城 赏千古情贵宾席表演   万人出游爆款,5,Y006,2天1晚,476.0,320100,330100,03001,-1
210521331,<红崖峡谷-加勒比水上乐园2日游>体验乐园惊险项目,4,Y002,2天1晚,336.0,140100,130100,03001,4cc698bebb05635f3ccf8aa0eb2f06d2
210566045,<清远牛鱼嘴森林公园-银盏森林温泉2日团体定制游>卡丁车/越野车、DIY野炊、 享无限次温泉、享亲子之乐、一单一团、10人起订、方案可调,5,Y002,2天1晚,368.0,440100,441800,03001,7f8d9aedf60476e9b47f0c3ff5cc81c5
210657595,<浙江千岛湖自驾2-3日游>宿千岛湖半岛度假酒店  免费wifi/泳池/儿童乐园/健身房  5至8月出游赠2大1小千岛湖欢乐水世界门票,4,Y006,2天1晚,462.0,310000,330100,03001,-1
210731696,<桂林-阳朔-漓江高铁3日游>成都往返/三5A齐游/20元背景/吉普车/九马画山/漓江竹筏/银子岩/遇龙河/象山/世外/王府/60标澳门酒家,4,Y002,3天2晚,1539.0,510100,450300,03001,06bc2db8c1d0f1f082042ebf80171123
210420900,<北京双动5日自由行>高铁/动车可选，游东方古都，长城故乡，宿后海、南锣鼓巷地区经济型酒店,5,Y006,5天4晚,1782.0,131000,110000,03001,-1
210616579,<厦门云水谣土楼+鼓浪屿双动4日游>毕业生含厦大钢笔 纯玩12景市区连住 登楼摄影互动造楼 享126元鹭江夜游赏璀璨夜景 广州往返24H接送站,4,Y002,4天3晚,1267.0,440100,350600,03001,ba97bce324557371b7c1d1c36ad70d7c
210600771,<海南三亚文华东方酒店双飞3-8日自由行>独享珊瑚湾，途牛专享房型，毗邻爱情树网红打卡点，融合自然美景和私密宁静的热带世外桃源，记录爱情的美好,5,Y006,5天4晚,2255.0,110000,460200,03001,-1
210784193,<青州黄花溪+井塘古村+青州古街+宋城+博物馆2日游>0购物周边踏青游，森林氧吧周末充能，走出喧嚣，亲近大自然,5,Y002,2天1晚,298.0,370200,370700,03001,c72dd2650181f091f023aa251ac1f99f
210604665,<苏州2天1晚酒店+景点套餐>住1晚苏州山湖温泉酒店（原颐舍温泉酒店）/苏州书香世家树山温泉度假酒店（2选1）+自选酒店打包温泉套餐 亲子度假,4,Y006,2天1晚,495.0,310000,320500,03001,-1
210485978,<厦门-鼓浪屿动车3日游>含深圳双动，15人小团，特权进厦大，登顶日光岩，高档酒店连住，赠126元鹭江夜游船票,4,Y002,3天2晚,1203.0,440300,350200,03001,ba1a8bc2efeedd457a1c088924977cf5
210623508,<溧阳天目湖2-3日自由行>宿热推酒店（御水温泉度假酒店/南山竹海客栈/御水温泉客栈），含高铁站接驳车，高铁动车多车次自选,4,Y006,2天1晚,586.0,110000,320400,03001,-1
210833953,<嵊泗列岛3日游>品味东方小希腊，感受海边慢生活，宿全新渔家 海岛慢悠悠 巴厘岛太远 舟山正好,5,Y002,3天2晚,589.0,320100,330900,03001,69f0ad97392e461dde791f91fb788e42
210608324,<云南丽江双飞6日自由行>渠道专享，精选古城特色客栈，赠接机，地理位置优越，可升级明星客栈花间堂，去丽江慢生活,4,Y006,6天5晚,2055.0,110000,530700,03001,-1
210687591,<黄花溪+天缘谷+井塘古村+青州古城2日游>含青州古城夜景游览,4,Y002,2天1晚,368.0,120000,370700,03001,1c688a09245e13ac654dc92cecb59b0e
210780770,<兰州-会宁会师楼-甘宕昌哈达铺-腊子口遗址-双飞5日游>途牛定制、单地接、一单一团 、追忆红色岁月 、感悟历史，方案可调,4,Y002,5天4晚,3525.0,110000,620100,03001,adcb366630e90f3b93a58267737fb83c
210613070,<北京故宫-恭王府-八达岭长城-颐和园2日游>千人出游    纯玩无购物 家庭出游 乘黄包车游胡同 美食升级,5,Y002,2天1晚,558.0,110000,110000,03001,3ab3767f4cf3381667f6e246272cc71c
210688086,<天目湖高铁动车2-3日自由行>宿香樟茗岸酒店， 山水园/ 南山竹海/ 御水温泉门票自选,5,Y006,2天1晚,383.0,320100,320400,03001,-1
210620060,<山西双卧8日游>苏州往返，爸妈专享价，五台山/云冈/壶口/雁门关/乔家/平遥/王家/悬空寺/晋祠/关帝庙/鹳雀楼/普救寺，11正餐更省心,4,Y002,8天7晚,1730.0,320500,141000,03001,7b04ef9904dbffb14159a22ac0c4c0a3
210188255,[中秋]<黄山3日游>含香溪皮筏漂流专业导游带团1晚山下客栈1晚住山上观日出日落含门票无购游山玩水专辑,5,Y002,3天2晚,650.0,320100,341000,03001,271f10ebe71aa9ea488aa27e463e2092
210768691,<清远2日游>亲子 情侣 音乐餐厅 驻唱歌手深情演绎1小时 古龙峡全程漂流 玻璃大峡谷2选1 马戏巡演70分钟 鲜摘水果 畅游北江 入住市区,4,Y002,2天1晚,468.0,440300,441800,03001,2a87ce8b90dec027f9a6550d3ae6657f
210645338,<惠州双月湾自由2日游>佛山多区上车点、仅含往返汽车、直达景区、方便快捷,5,Y002,2天1晚,194.0,440600,441300,03001,6faad0af905354ab9da84213dab6e56d
210783740,<广西桂林-龙脊梯田-漓江-阳朔汽车3日游>5星推荐，阳朔1晚挂四/1晚桂林升级酒店，含3星游船/银子岩/遇龙河漂流/象鼻山，含4餐220元美食,5,Y002,3天2晚,1330.0,450300,450300,03001,9ccad8ef2cac95571e925cd50ec1c33a
210040487,<宜昌-清江画廊-三峡大瀑布动车2日游>年度畅销款/冲万人销量/门票游船全含/沿瀑穿行湿身尖叫/纯玩0购物/轻松畅游好玩不累/下单享优惠,4,Y002,2天1晚,538.0,420100,420500,03001,6cc6b7ae6b398bc1a3d159daeb19c5a5
210172544,<庐山3日游>升度假村主楼含早  三叠泉/李白题望庐山瀑布秀峰景区 温泉水世界温泉泡汤双重体验 庐山珍藏明信片 多重伴手礼,4,Y002,3天2晚,559.0,360400,360400,03001,2126724306b9f5863743bfeb472b2d3b
210555181,<苏州海悦花园大酒店自驾2日游>可加订同里古镇/金鸡湖夜游/同里国家湿地公园门票,4,Y006,2天1晚,484.0,320200,320500,03001,-1
210663278,<长沙-韶山-张家界-玻璃桥-天门山-凤凰4日游>湖南全景 0自费 升级一晚碧桂园凤凰酒店 赏魅力湘西 品4大特色美食 含景区全部交通,5,Y002,4天3晚,1165.0,430100,430100,03001,9ab001bde7cafc06378425703ab9b6f5
210748797,<丽江-大理双飞5日团队游>玉龙雪山冰川大索道，大理升级海景酒店，苍洱胜景，慵懒生活,4,Y002,5天4晚,3556.0,110000,530700,03001,1be6faae16019991b2c26b88a504c2cd
210042200,<张掖-嘉峪关-敦煌4日游>兰州起止 天天发团   游河西走廊全景游  无缝衔接    敦煌特色酒店住宿     敦煌月牙泉古镇游览,5,Y002,4天3晚,1690.0,620100,620900,03001,9287c25c50ecd1e151a771824dc32557
210461841,"<陕西西安双飞4日自由行>爸妈游，可选经典一日游,汉阳陵+乾陵+法门寺一日游，舒适酒店任选，2天自由活动",5,Y006,4天3晚,1879.0,110000,610100,03001,-1
210618664,<苏州2-3日自由行>宿五星酒店（新城花园酒店/吴宫泛太平洋酒店/维景国际大酒店多种酒店自选），高铁动车多车次自选,4,Y006,2天1晚,300.0,110000,320500,03001,-1
210201708,<昆明-丽江玉龙雪山-大理5日游>纯玩0购物，5A石林，大理古城，敞篷吉普游洱海，丽江古城，束河古镇，玉龙雪山，云南的响声民族表演,5,Y002,5天4晚,1458.0,530100,530700,03001,39882704c7453df8a0e5862f68f29b4e
210120554,<十堰起止武当山1日游>登太子坡，游南岩，问道养生，十堰起止,4,Y002,1天,360.0,420300,420300,03001,604c8eabc7d1ac5ca824bea1b5a7c4bf
210777445,<峨眉山+乐山2日游>三环内包接、含川剧变脸火锅晚会、入住舒适酒店,5,Y002,2天1晚,407.0,510100,511100,03001,729af499ff323b6dedc9b2a9dca95b28
210595926,<团体定制 云南-昆明-大理-丽江双飞6日游>私家定制纯玩0购物店，1晚温泉，三大表演，九乡，玉龙雪山大索，一单一团，方案可调,5,Y002,6天5晚,2494.0,110000,530100,03001,4e4deb49b3223f113474ca9df1f65fdd
210646981,<青岛极地海洋世界+黄岛金沙滩3日半自助游>1晚市中心五星酒店，1晚五星海景酒店，畅游极地/专属私家沙滩区/金沙滩赶海玩沙/赠送6重自助神器,5,Y002,3天2晚,1100.0,370200,370200,03001,2bdd4185ee40aef67c691f82f24a5f97
210796507,<西安-回民街-曲江池-大唐不夜城半日游>回民街打卡网红小吃 穿越西游听雁塔故事  在流光溢彩中梦回唐朝,4,Y002,1天,97.0,610100,610100,03001,e34176bbe3b6a3760825ccab10b9e46b
210408934,<北京双动5日自由行>高铁/动车可选，宿高档型酒店，自主选择，出游主推,4,Y006,5天4晚,2084.0,131000,110000,03001,-1
